0.154267	1.000000	1.000000
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.154267	1.000000	0.845733
0.144667	1.000000	0.845733
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.144667	1.000000	0.855333
0.149067	1.000000	0.855333
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.149067	1.000000	0.850933
0.193067	1.000000	0.850933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.193067	1.000000	0.806933
0.262400	1.000000	0.806933
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.262400	1.000000	0.737600
0.365867	1.000000	0.737600
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.365867	1.000000	0.634133
0.480933	1.000000	0.634133
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.480933	1.000000	0.519067
0.620000	1.000000	0.519067
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.620000	1.000000	0.380000
0.754133	1.000000	0.380000
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.754133	1.000000	0.245867
0.902533	1.000000	0.245867
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
0.902533	1.000000	0.097467
